            0   1.193e-018
  9.0703e-005 -7.2294e-019
   0.00018141    0.0078125
   0.00027211  1.7976e-018
   0.00036281 -2.7512e-019
   0.00045351  6.7953e-019
   0.00054422    0.0078125
   0.00063492    0.0078125
   0.00072562   -0.0078125
   0.00081633   -0.0078125
   0.00090703    0.0078125
   0.00099773   -0.0078125
    0.0010884   -0.0078125
    0.0011791  3.8142e-018
    0.0012698    0.0078125
    0.0013605     0.015625
    0.0014512    0.0078125
     0.001542   -0.0078125
    0.0016327  2.7923e-018
    0.0017234  -4.862e-019
    0.0018141 -3.8053e-019
    0.0019048 -2.0488e-018
    0.0019955    0.0078125
    0.0020862    0.0078125
    0.0021769    0.0078125
    0.0022676   -0.0078125
    0.0023583     0.015625
     0.002449    0.0078125
    0.0025397 -3.1276e-018
    0.0026304 -7.6127e-019
    0.0027211    0.0078125
    0.0028118  1.5865e-018
    0.0029025     0.015625
    0.0029932    0.0078125
    0.0030839   -0.0078125
    0.0031746  1.6053e-018
    0.0032653  3.2039e-018
     0.003356    0.0078125
    0.0034467    1.75e-018
    0.0035374 -2.9996e-018
    0.0036281     0.015625
    0.0037188    0.0078125
    0.0038095     0.015625
    0.0039002    0.0078125
    0.0039909    0.0078125
    0.0040816    0.0078125
    0.0041723    0.0078125
     0.004263  2.6249e-018
    0.0043537   -0.0078125
    0.0044444    0.0078125
    0.0045351    0.0078125
    0.0046259    0.0078125
    0.0047166 -2.4416e-019
    0.0048073 -8.6614e-019
     0.004898    0.0078125
    0.0049887   -0.0078125
    0.0050794    0.0078125
    0.0051701  2.5566e-018
    0.0052608   2.264e-018
    0.0053515 -6.0732e-019
    0.0054422 -1.5401e-018
    0.0055329    0.0078125
    0.0056236 -2.8799e-019
    0.0057143   -0.0078125
     0.005805 -7.1648e-019
    0.0058957    0.0078125
    0.0059864 -1.8762e-018
    0.0060771  1.0913e-018
    0.0061678 -6.6302e-019
    0.0062585   -0.0078125
    0.0063492 -2.0627e-018
    0.0064399 -4.7775e-019
    0.0065306  3.6941e-019
    0.0066213    0.0078125
     0.006712    0.0078125
    0.0068027  1.0814e-018
    0.0068934  6.8176e-019
    0.0069841 -7.2675e-019
    0.0070748   -0.0078125
    0.0071655   -0.0078125
    0.0072562  3.3818e-019
    0.0073469   -0.0078125
    0.0074376 -3.4093e-020
    0.0075283  3.7183e-020
     0.007619  3.5625e-018
    0.0077098   -0.0078125
    0.0078005  3.9955e-018
    0.0078912    0.0078125
    0.0079819   -0.0078125
    0.0080726   -0.0078125
    0.0081633   -0.0078125
     0.008254 -1.2104e-018
    0.0083447   -0.0078125
    0.0084354    0.0078125
    0.0085261 -1.3262e-018
    0.0086168   -0.0078125
    0.0087075 -1.1335e-018
    0.0087982  2.5259e-018
    0.0088889   -0.0078125
    0.0089796    0.0078125
    0.0090703 -9.7409e-019
     0.009161 -5.5481e-020
    0.0092517 -2.5898e-018
    0.0093424   -0.0078125
    0.0094331    0.0078125
    0.0095238    0.0078125
    0.0096145   2.605e-018
    0.0097052    0.0078125
    0.0097959 -6.0116e-020
    0.0098866  9.4899e-019
    0.0099773 -1.7549e-018
     0.010068    0.0078125
     0.010159 -5.1176e-018
     0.010249  1.6431e-018
      0.01034   -0.0078125
     0.010431    -0.015625
     0.010522 -8.7668e-020
     0.010612    0.0078125
     0.010703 -3.3046e-019
     0.010794    0.0078125
     0.010884  1.2897e-018
     0.010975   -0.0078125
     0.011066  1.6439e-018
     0.011156 -7.5481e-019
     0.011247    0.0078125
     0.011338    0.0078125
     0.011429    0.0078125
     0.011519   -0.0078125
      0.01161  4.1149e-019
     0.011701 -7.7059e-019
     0.011791  6.4491e-019
     0.011882 -1.5844e-018
     0.011973   -0.0078125
     0.012063  1.0556e-018
     0.012154 -2.1822e-018
